OBJECTID,JOIN_FID,INCIDENT,FIRE_YEARn,GISAcres,TotalBird,year,month,day,individualCount,genus,specificEpithet,species,vernacularName,collectionCode
9184,472,G A R Z A,2017,48886.66,1022,2015,10,31,12,Zonotrichia,atricapilla,Zonotrichia atricapilla,Golden-crowned Sparrow,EBIRD
9185,546,G a r z a,2017,48886.47,1022,2015,10,31,12,Zonotrichia,atricapilla,Zonotrichia atricapilla,Golden-crowned Sparrow,EBIRD
9186,359,A V E N A L,2008,945.3325,1605,2005,5,11,NA,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD
9187,359,A V E N A L,2008,945.3325,1605,2014,5,17,2,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD
9188,341,G A T O S,2004,1144.838,115,2018,5,13,1,Calypte,anna,Calypte anna,Anna's Hummingbird,EBIRD
9189,347,B A S A L T,2004,410.184,3106,2005,11,18,20,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
9190,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,5,11,5,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
9191,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,5,15,4,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
9192,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,4,26,1,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9193,347,B A S A L T,2004,410.184,3106,2016,1,24,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9194,347,B A S A L T,2004,410.184,3106,2013,11,30,150,Bucephala,albeola,Bucephala albeola,Bufflehead,EBIRD
9195,517,S o d a,2016,2000.281,364,2014,5,4,4,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9196,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,4,10,1,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
9197,517,S o d a,2016,2000.281,364,2017,4,27,4,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9198,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,5,11,4,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
9199,472,G A R Z A,2017,48886.66,1022,2015,10,31,1,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9200,546,G a r z a,2017,48886.47,1022,2015,10,31,1,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9201,347,B A S A L T,2004,410.184,3106,2014,2,13,NA,Oxyura,jamaicensis,Oxyura jamaicensis,Ruddy Duck,EBIRD
9202,347,B A S A L T,2004,410.184,3106,2014,2,13,NA,Anas,americana,Anas americana,American Wigeon,EBIRD
9203,347,B A S A L T,2004,410.184,3106,2016,1,24,5,Podiceps,nigricollis,Podiceps nigricollis,Eared Grebe,EBIRD
9204,347,B A S A L T,2004,410.184,3106,2016,2,14,11,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9205,359,A V E N A L,2008,945.3325,1605,2003,10,17,NA,Pipilo,maculatus,Pipilo maculatus,Spotted Towhee,EBIRD
9206,472,G A R Z A,2017,48886.66,1022,2012,4,2,2,Chondestes,grammacus,Chondestes grammacus,Lark Sparrow,EBIRD
9207,546,G a r z a,2017,48886.47,1022,2012,4,2,2,Chondestes,grammacus,Chondestes grammacus,Lark Sparrow,EBIRD
9208,359,A V E N A L,2008,945.3325,1605,2010,9,16,1,Cardellina,pusilla,Cardellina pusilla,Wilson's Warbler,EBIRD
9209,472,G A R Z A,2017,48886.66,1022,2015,5,3,NA,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9210,546,G a r z a,2017,48886.47,1022,2015,5,3,NA,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9211,517,S o d a,2016,2000.281,364,2019,4,14,5,Artemisiospiza,belli,Artemisiospiza belli,Bell's Sparrow,EBIRD
9212,347,B A S A L T,2004,410.184,3106,2012,3,12,1,Aechmophorus,occidentalis,Aechmophorus occidentalis,Western Grebe,EBIRD
9213,359,A V E N A L,2008,945.3325,1605,2011,10,15,50,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9214,347,B A S A L T,2004,410.184,3106,2015,9,16,5,Himantopus,mexicanus,Himantopus mexicanus,Black-necked Stilt,EBIRD
9215,433,M I N E R A L,2016,6790.293,16,2009,2,19,1,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD_PNW
9216,534,M i n e r a l,2016,6779.574,16,2009,2,19,1,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD_PNW
9217,347,B A S A L T,2004,410.184,3106,2014,11,28,2,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
9218,560,Del Puerto Del Puerto,2020,390647.2556,2048,2015,6,24,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
9219,560,Del Puerto Del Puerto,2020,390647.2556,2048,1982,5,7,5,Melanerpes,formicivorus,Melanerpes formicivorus,Acorn Woodpecker,EBIRD
9220,359,A V E N A L,2008,945.3325,1605,2013,2,16,6,Melanerpes,formicivorus,Melanerpes formicivorus,Acorn Woodpecker,EBIRD
9221,472,G A R Z A,2017,48886.66,1022,2017,10,22,2,Catherpes,mexicanus,Catherpes mexicanus,Canyon Wren,EBIRD
9222,546,G a r z a,2017,48886.47,1022,2017,10,22,2,Catherpes,mexicanus,Catherpes mexicanus,Canyon Wren,EBIRD
9223,560,Del Puerto Del Puerto,2020,390647.2556,2048,2011,5,29,NA,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
9224,359,A V E N A L,2008,945.3325,1605,2005,5,11,1,Empidonax,oberholseri,Empidonax oberholseri,Dusky Flycatcher,EBIRD
9225,347,B A S A L T,2004,410.184,3106,2014,2,13,3,Corvus,brachyrhynchos,Corvus brachyrhynchos,American Crow,EBIRD
9226,347,B A S A L T,2004,410.184,3106,2015,2,15,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
9227,347,B A S A L T,2004,410.184,3106,2019,11,29,30,Larus,argentatus,Larus argentatus,Herring Gull,EBIRD
9228,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,7,23,5,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
9229,359,A V E N A L,2008,945.3325,1605,2019,1,13,2,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
9230,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,8,5,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
9231,341,G A T O S,2004,1144.838,115,2018,5,31,2,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9232,359,A V E N A L,2008,945.3325,1605,2013,4,6,6,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9233,347,B A S A L T,2004,410.184,3106,2009,11,15,20,Bucephala,clangula,Bucephala clangula,Common Goldeneye,EBIRD
9234,347,B A S A L T,2004,410.184,3106,2017,7,26,2,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
9235,347,B A S A L T,2004,410.184,3106,2012,2,25,6,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
9236,347,B A S A L T,2004,410.184,3106,2019,2,11,9,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9237,560,Del Puerto Del Puerto,2020,390647.2556,2048,2012,5,13,NA,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9238,472,G A R Z A,2017,48886.66,1022,2018,10,13,5,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9239,546,G a r z a,2017,48886.47,1022,2018,10,13,5,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9240,347,B A S A L T,2004,410.184,3106,2015,2,12,2,Podilymbus,podiceps,Podilymbus podiceps,Pied-billed Grebe,EBIRD
9241,560,Del Puerto Del Puerto,2020,390647.2556,2048,2013,4,27,2,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
9242,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,10,13,5,Aimophila,ruficeps,Aimophila ruficeps,Rufous-crowned Sparrow,EBIRD
9243,508,H i l l,2017,9.913183,11,2015,3,29,3,Hirundo,rustica,Hirundo rustica,Barn Swallow,EBIRD
9244,347,B A S A L T,2004,410.184,3106,2014,11,29,NA,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9245,472,G A R Z A,2017,48886.66,1022,2012,1,1,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9246,546,G a r z a,2017,48886.47,1022,2012,1,1,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9247,347,B A S A L T,2004,410.184,3106,2016,12,21,13,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
9248,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,5,15,4,Agelaius,tricolor,Agelaius tricolor,Tricolored Blackbird,EBIRD
9249,553,S a n d y,2016,0,25,2003,3,8,NA,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
9250,359,A V E N A L,2008,945.3325,1605,2011,5,19,NA,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
9251,359,A V E N A L,2008,945.3325,1605,2011,5,26,2,Aimophila,ruficeps,Aimophila ruficeps,Rufous-crowned Sparrow,EBIRD
9252,359,A V E N A L,2008,945.3325,1605,2013,4,6,30,Pipilo,maculatus,Pipilo maculatus,Spotted Towhee,EBIRD
9253,347,B A S A L T,2004,410.184,3106,2016,9,23,7,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
9254,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,3,17,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
9255,347,B A S A L T,2004,410.184,3106,2013,2,14,2,Larus,delawarensis,Larus delawarensis,Ring-billed Gull,EBIRD
9256,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,8,6,7,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
9257,359,A V E N A L,2008,945.3325,1605,2019,1,13,3,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9258,347,B A S A L T,2004,410.184,3106,2016,10,1,15,Podiceps,nigricollis,Podiceps nigricollis,Eared Grebe,EBIRD
9259,472,G A R Z A,2017,48886.66,1022,2017,5,19,2,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9260,546,G a r z a,2017,48886.47,1022,2017,5,19,2,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9261,359,A V E N A L,2008,945.3325,1605,2010,4,22,6,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9262,347,B A S A L T,2004,410.184,3106,2019,12,4,1,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
9263,341,G A T O S,2004,1144.838,115,2014,5,8,1,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
9264,347,B A S A L T,2004,410.184,3106,2003,3,23,NA,Larus,delawarensis,Larus delawarensis,Ring-billed Gull,EBIRD
9265,347,B A S A L T,2004,410.184,3106,2015,2,15,1,Regulus,calendula,Regulus calendula,Ruby-crowned Kinglet,EBIRD
9266,472,G A R Z A,2017,48886.66,1022,2015,10,31,7,Chamaea,fasciata,Chamaea fasciata,Wrentit,EBIRD
9267,546,G a r z a,2017,48886.47,1022,2015,10,31,7,Chamaea,fasciata,Chamaea fasciata,Wrentit,EBIRD
9268,517,S o d a,2016,2000.281,364,2014,5,5,15,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9269,356,R O M E R O,2008,766.0438,185,2019,9,7,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9270,559,Mineral Mineral,2020,29666.84215,55,2019,5,21,2,Meleagris,gallopavo,Meleagris gallopavo,Wild Turkey,EBIRD
9271,359,A V E N A L,2008,945.3325,1605,2014,5,17,40,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
9272,359,A V E N A L,2008,945.3325,1605,2005,5,11,2,Ammodramus,savannarum,Ammodramus savannarum,Grasshopper Sparrow,EBIRD
9273,356,R O M E R O,2008,766.0438,185,2019,9,7,3,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
9274,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,3,25,1,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9275,347,B A S A L T,2004,410.184,3106,2019,2,21,5,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
9276,347,B A S A L T,2004,410.184,3106,2016,10,8,2,Aechmophorus,occidentalis,Aechmophorus occidentalis,Western Grebe,EBIRD
9277,347,B A S A L T,2004,410.184,3106,2019,2,21,19,Aythya,valisineria,Aythya valisineria,Canvasback,EBIRD
9278,359,A V E N A L,2008,945.3325,1605,2013,4,6,1,Setophaga,nigrescens,Setophaga nigrescens,Black-throated Gray Warbler,EBIRD
9279,347,B A S A L T,2004,410.184,3106,2019,11,29,8,Egretta,thula,Egretta thula,Snowy Egret,EBIRD
9280,347,B A S A L T,2004,410.184,3106,2019,11,29,1,Ardea,herodias,Ardea herodias,Great Blue Heron,EBIRD
9281,359,A V E N A L,2008,945.3325,1605,2011,5,21,1,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD
9282,347,B A S A L T,2004,410.184,3106,2016,1,24,8,Nycticorax,nycticorax,Nycticorax nycticorax,Black-crowned Night-Heron,EBIRD
9283,472,G A R Z A,2017,48886.66,1022,2016,10,15,90,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9284,546,G a r z a,2017,48886.47,1022,2016,10,15,90,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9285,357,C O T T O N W O O D,2008,796.5697,39,2016,1,30,1200,Anas,americana,Anas americana,American Wigeon,EBIRD
9286,560,Del Puerto Del Puerto,2020,390647.2556,2048,2015,6,24,2,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
9287,472,G A R Z A,2017,48886.66,1022,2016,10,15,2,Spinus,lawrencei,Spinus lawrencei,Lawrence's Goldfinch,EBIRD
9288,546,G a r z a,2017,48886.47,1022,2016,10,15,2,Spinus,lawrencei,Spinus lawrencei,Lawrence's Goldfinch,EBIRD
9289,347,B A S A L T,2004,410.184,3106,2011,3,5,2,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
9290,347,B A S A L T,2004,410.184,3106,2019,12,3,1,Larus,delawarensis,Larus delawarensis,Ring-billed Gull,EBIRD
9291,357,C O T T O N W O O D,2008,796.5697,39,2019,3,29,2,Charadrius,vociferus,Charadrius vociferus,Killdeer,EBIRD
9292,347,B A S A L T,2004,410.184,3106,2019,12,30,1,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9293,347,B A S A L T,2004,410.184,3106,2014,12,2,1,Anthus,rubescens,Anthus rubescens,American Pipit,EBIRD
9294,359,A V E N A L,2008,945.3325,1605,2012,4,2,2,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
9295,472,G A R Z A,2017,48886.66,1022,2017,10,22,15,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
9296,546,G a r z a,2017,48886.47,1022,2017,10,22,15,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
9297,347,B A S A L T,2004,410.184,3106,2019,12,30,66,Aythya,collaris,Aythya collaris,Ring-necked Duck,EBIRD
9298,359,A V E N A L,2008,945.3325,1605,2014,5,17,8,Sitta,carolinensis,Sitta carolinensis,White-breasted Nuthatch,EBIRD
9299,347,B A S A L T,2004,410.184,3106,2018,11,24,1,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
9300,347,B A S A L T,2004,410.184,3106,2015,12,4,1,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
9301,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,8,1,Aimophila,ruficeps,Aimophila ruficeps,Rufous-crowned Sparrow,EBIRD
9302,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,3,20,80,Tachycineta,thalassina,Tachycineta thalassina,Violet-green Swallow,EBIRD
9303,347,B A S A L T,2004,410.184,3106,2009,11,27,200,Bucephala,albeola,Bucephala albeola,Bufflehead,EBIRD
9304,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,17,4,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9305,347,B A S A L T,2004,410.184,3106,2016,10,1,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
9306,347,B A S A L T,2004,410.184,3106,2019,1,3,3,Corvus,brachyrhynchos,Corvus brachyrhynchos,American Crow,EBIRD
9307,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,5,13,3,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
9308,347,B A S A L T,2004,410.184,3106,2015,10,12,1,Spinus,tristis,Spinus tristis,American Goldfinch,EBIRD
9309,347,B A S A L T,2004,410.184,3106,2016,1,24,1,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
9310,359,A V E N A L,2008,945.3325,1605,2013,4,6,20,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
9311,359,A V E N A L,2008,945.3325,1605,2013,9,28,40,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9312,359,A V E N A L,2008,945.3325,1605,2013,2,16,2,Chamaea,fasciata,Chamaea fasciata,Wrentit,EBIRD
9313,347,B A S A L T,2004,410.184,3106,2016,9,23,1,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9314,347,B A S A L T,2004,410.184,3106,2018,12,29,55,Larus,californicus,Larus californicus,California Gull,EBIRD
9315,359,A V E N A L,2008,945.3325,1605,2015,4,18,1,Aimophila,ruficeps,Aimophila ruficeps,Rufous-crowned Sparrow,EBIRD
9316,347,B A S A L T,2004,410.184,3106,2019,12,17,6,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9317,347,B A S A L T,2004,410.184,3106,2019,2,11,100,Aythya,affinis,Aythya affinis,Lesser Scaup,EBIRD
9318,347,B A S A L T,2004,410.184,3106,2009,1,6,NA,Corvus,brachyrhynchos,Corvus brachyrhynchos,American Crow,EBIRD
9319,347,B A S A L T,2004,410.184,3106,2018,11,21,14,Bucephala,clangula,Bucephala clangula,Common Goldeneye,EBIRD
9320,347,B A S A L T,2004,410.184,3106,2016,1,24,1,Regulus,calendula,Regulus calendula,Ruby-crowned Kinglet,EBIRD
9321,347,B A S A L T,2004,410.184,3106,2017,2,18,250,Oxyura,jamaicensis,Oxyura jamaicensis,Ruddy Duck,EBIRD
9322,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,5,14,3,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9323,323,P A N O C H E,2003,290.8282,56,2012,1,1,5,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
9324,472,G A R Z A,2017,48886.66,1022,2016,10,15,1,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
9325,546,G a r z a,2017,48886.47,1022,2016,10,15,1,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
9326,347,B A S A L T,2004,410.184,3106,2019,12,4,5,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9327,347,B A S A L T,2004,410.184,3106,2015,2,16,2,Porzana,carolina,Porzana carolina,Sora,EBIRD
9328,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,8,10,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9329,347,B A S A L T,2004,410.184,3106,2019,1,3,1,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
9330,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,5,11,4,Tachycineta,thalassina,Tachycineta thalassina,Violet-green Swallow,EBIRD
9331,347,B A S A L T,2004,410.184,3106,2019,9,13,300,Fulica,americana,Fulica americana,American Coot,EBIRD
9332,359,A V E N A L,2008,945.3325,1605,2010,11,11,4,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
9333,356,R O M E R O,2008,766.0438,185,2018,11,24,6,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
9334,347,B A S A L T,2004,410.184,3106,2012,3,18,300,Aythya,affinis,Aythya affinis,Lesser Scaup,EBIRD
9335,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,17,4,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
9336,347,B A S A L T,2004,410.184,3106,2016,10,8,5,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
9337,472,G A R Z A,2017,48886.66,1022,2015,11,21,25,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
9338,546,G a r z a,2017,48886.47,1022,2015,11,21,25,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
9339,559,Mineral Mineral,2020,29666.84215,55,2010,12,3,50,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9340,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,5,13,1,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
9341,347,B A S A L T,2004,410.184,3106,2018,11,24,3,Larus,californicus,Larus californicus,California Gull,EBIRD
9342,472,G A R Z A,2017,48886.66,1022,2017,10,22,1,Polioptila,caerulea,Polioptila caerulea,Blue-gray Gnatcatcher,EBIRD
9343,546,G a r z a,2017,48886.47,1022,2017,10,22,1,Polioptila,caerulea,Polioptila caerulea,Blue-gray Gnatcatcher,EBIRD
9344,347,B A S A L T,2004,410.184,3106,2019,11,2,3,Aythya,americana,Aythya americana,Redhead,EBIRD
9345,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,28,2,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9346,517,S o d a,2016,2000.281,364,2015,3,13,9,Spinus,lawrencei,Spinus lawrencei,Lawrence's Goldfinch,EBIRD
9347,359,A V E N A L,2008,945.3325,1605,2011,5,26,25,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
9348,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,5,15,2,Ammodramus,savannarum,Ammodramus savannarum,Grasshopper Sparrow,EBIRD
9349,347,B A S A L T,2004,410.184,3106,2016,9,23,1,Hydroprogne,caspia,Hydroprogne caspia,Caspian Tern,EBIRD
9350,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,7,23,3,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9351,472,G A R Z A,2017,48886.66,1022,2015,10,31,4,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
9352,546,G a r z a,2017,48886.47,1022,2015,10,31,4,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
9353,347,B A S A L T,2004,410.184,3106,2015,4,24,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9354,347,B A S A L T,2004,410.184,3106,2014,11,29,NA,Agelaius,tricolor,Agelaius tricolor,Tricolored Blackbird,EBIRD
9355,347,B A S A L T,2004,410.184,3106,2016,12,21,5,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9356,341,G A T O S,2004,1144.838,115,2014,5,8,4,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9357,351,C A N Y O N,2006,34217.52,37,2017,3,30,1,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9358,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,3,30,1,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9359,359,A V E N A L,2008,945.3325,1605,1999,3,27,1,Geococcyx,californianus,Geococcyx californianus,Greater Roadrunner,EBIRD
9360,351,C A N Y O N,2006,34217.52,37,2017,3,30,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
9361,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,3,30,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
9362,347,B A S A L T,2004,410.184,3106,2012,4,17,NA,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
9363,359,A V E N A L,2008,945.3325,1605,2011,5,19,1,Contopus,cooperi,Contopus cooperi,Olive-sided Flycatcher,EBIRD
9364,359,A V E N A L,2008,945.3325,1605,2016,7,11,8,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
9365,472,G A R Z A,2017,48886.66,1022,2016,10,15,4,Sphyrapicus,ruber,Sphyrapicus ruber,Red-breasted Sapsucker,EBIRD
9366,546,G a r z a,2017,48886.47,1022,2016,10,15,4,Sphyrapicus,ruber,Sphyrapicus ruber,Red-breasted Sapsucker,EBIRD
9367,347,B A S A L T,2004,410.184,3106,2018,4,15,3,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
9368,347,B A S A L T,2004,410.184,3106,2015,10,12,1,Pandion,haliaetus,Pandion haliaetus,Osprey,EBIRD
9369,432,C U R R Y,2016,2820.48,56,2014,12,27,4,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9370,521,C u r r y,2016,2820.469,56,2014,12,27,4,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9371,347,B A S A L T,2004,410.184,3106,2015,2,16,1,Geothlypis,trichas,Geothlypis trichas,Common Yellowthroat,EBIRD
9372,359,A V E N A L,2008,945.3325,1605,2019,1,13,1,Pipilo,maculatus,Pipilo maculatus,Spotted Towhee,EBIRD
9373,472,G A R Z A,2017,48886.66,1022,2014,11,22,20,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
9374,546,G a r z a,2017,48886.47,1022,2014,11,22,20,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
9375,347,B A S A L T,2004,410.184,3106,2013,2,14,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9376,359,A V E N A L,2008,945.3325,1605,2012,4,2,4,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9377,347,B A S A L T,2004,410.184,3106,2017,2,12,1,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
9378,359,A V E N A L,2008,945.3325,1605,2014,5,17,40,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
9379,347,B A S A L T,2004,410.184,3106,2013,11,25,NA,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9380,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,4,19,2,Melanerpes,formicivorus,Melanerpes formicivorus,Acorn Woodpecker,EBIRD
9381,517,S o d a,2016,2000.281,364,2016,4,20,1,Bubo,virginianus,Bubo virginianus,Great Horned Owl,EBIRD
9382,472,G A R Z A,2017,48886.66,1022,2012,4,2,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9383,546,G a r z a,2017,48886.47,1022,2012,4,2,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9384,393,T U R K E Y,2012,2530.048,16,2017,12,15,1,Oreoscoptes,montanus,Oreoscoptes montanus,Sage Thrasher,EBIRD
