OBJECTID,JOIN_FID,INCIDENT,FIRE_YEARn,GISAcres,TotalBird,year,month,day,individualCount,genus,specificEpithet,species,vernacularName,collectionCode
5433,546,G a r z a,2017,48886.47,1022,2016,10,15,1,Tyto,alba,Tyto alba,Barn Owl,EBIRD
5434,347,B A S A L T,2004,410.184,3106,2016,1,24,1,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
5435,347,B A S A L T,2004,410.184,3106,2019,1,3,9,Ardea,alba,Ardea alba,Great Egret,EBIRD
5436,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,10,13,1,Melanerpes,formicivorus,Melanerpes formicivorus,Acorn Woodpecker,EBIRD
5437,393,T U R K E Y,2012,2530.048,16,2017,5,20,3,Empidonax,traillii,Empidonax traillii,Willow Flycatcher,EBIRD
5438,540,T u r k e y,2012,2530.038,16,2017,5,20,3,Empidonax,traillii,Empidonax traillii,Willow Flycatcher,EBIRD
5439,359,A V E N A L,2008,945.3325,1605,2009,9,19,2,Pipilo,maculatus,Pipilo maculatus,Spotted Towhee,EBIRD
5440,347,B A S A L T,2004,410.184,3106,2016,12,21,12,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5441,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,4,24,1,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
5442,314,S A N   L U I S,2005,332.2597,36,2015,4,9,6,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
5443,356,R O M E R O,2008,766.0438,185,2015,4,9,6,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
5444,359,A V E N A L,2008,945.3325,1605,2005,5,11,1,Calypte,costae,Calypte costae,Costa's Hummingbird,EBIRD
5445,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,28,1,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
5446,347,B A S A L T,2004,410.184,3106,2015,9,16,1000,Fulica,americana,Fulica americana,American Coot,EBIRD
5447,347,B A S A L T,2004,410.184,3106,2013,2,14,1,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
5448,472,G A R Z A,2017,48886.66,1022,2012,4,29,16,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
5449,546,G a r z a,2017,48886.47,1022,2012,4,29,16,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
5450,359,A V E N A L,2008,945.3325,1605,2010,10,9,3,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
5451,472,G A R Z A,2017,48886.66,1022,1992,7,26,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5452,546,G a r z a,2017,48886.47,1022,1992,7,26,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5453,393,T U R K E Y,2012,2530.048,16,2017,1,3,1,Buteo,regalis,Buteo regalis,Ferruginous Hawk,EBIRD
5454,540,T u r k e y,2012,2530.038,16,2017,1,3,1,Buteo,regalis,Buteo regalis,Ferruginous Hawk,EBIRD
5455,347,B A S A L T,2004,410.184,3106,2019,11,10,2,Egretta,thula,Egretta thula,Snowy Egret,EBIRD
5456,359,A V E N A L,2008,945.3325,1605,2003,10,17,NA,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
5457,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,10,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
5458,560,Del Puerto Del Puerto,2020,390647.2556,2048,2011,5,29,NA,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5459,359,A V E N A L,2008,945.3325,1605,2019,1,13,20,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
5460,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,6,9,2,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
5461,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,3,10,1,Cistothorus,palustris,Cistothorus palustris,Marsh Wren,EBIRD
5462,359,A V E N A L,2008,945.3325,1605,2019,1,13,1,Accipiter,cooperii,Accipiter cooperii,Cooper's Hawk,EBIRD
5463,347,B A S A L T,2004,410.184,3106,2006,1,4,NA,Regulus,calendula,Regulus calendula,Ruby-crowned Kinglet,EBIRD
5464,347,B A S A L T,2004,410.184,3106,2018,9,13,1,Tachycineta,bicolor,Tachycineta bicolor,Tree Swallow,EBIRD
5465,359,A V E N A L,2008,945.3325,1605,2011,5,19,1,Artemisiospiza,belli,Artemisiospiza belli,Bell's Sparrow,EBIRD
5466,359,A V E N A L,2008,945.3325,1605,2010,4,22,1,Chamaea,fasciata,Chamaea fasciata,Wrentit,EBIRD
5467,347,B A S A L T,2004,410.184,3106,2013,2,14,NA,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
5468,347,B A S A L T,2004,410.184,3106,2016,1,24,3,Podiceps,nigricollis,Podiceps nigricollis,Eared Grebe,EBIRD
5469,359,A V E N A L,2008,945.3325,1605,2010,4,22,2,Spinus,lawrencei,Spinus lawrencei,Lawrence's Goldfinch,EBIRD
5470,359,A V E N A L,2008,945.3325,1605,2014,5,17,1,Empidonax,difficilis,Empidonax difficilis,Pacific-slope Flycatcher,EBIRD
5471,472,G A R Z A,2017,48886.66,1022,2012,10,20,2,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
5472,546,G a r z a,2017,48886.47,1022,2012,10,20,2,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
5473,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,6,9,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5474,347,B A S A L T,2004,410.184,3106,2019,9,3,3,Egretta,thula,Egretta thula,Snowy Egret,EBIRD
5475,347,B A S A L T,2004,410.184,3106,2016,1,29,3000,Oxyura,jamaicensis,Oxyura jamaicensis,Ruddy Duck,EBIRD
5476,517,S o d a,2016,2000.281,364,2015,4,16,2,Icterus,bullockii,Icterus bullockii,Bullock's Oriole,EBIRD
5477,359,A V E N A L,2008,945.3325,1605,2005,5,11,NA,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
5478,347,B A S A L T,2004,410.184,3106,2019,1,30,5,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
5479,472,G A R Z A,2017,48886.66,1022,1992,7,26,2,Passerina,amoena,Passerina amoena,Lazuli Bunting,EBIRD
5480,546,G a r z a,2017,48886.47,1022,1992,7,26,2,Passerina,amoena,Passerina amoena,Lazuli Bunting,EBIRD
5481,472,G A R Z A,2017,48886.66,1022,2016,10,15,3,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5482,546,G a r z a,2017,48886.47,1022,2016,10,15,3,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5483,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,4,21,6,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
5484,359,A V E N A L,2008,945.3325,1605,2003,10,17,2,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
5485,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,10,2,Tachycineta,thalassina,Tachycineta thalassina,Violet-green Swallow,EBIRD
5486,359,A V E N A L,2008,945.3325,1605,2011,5,21,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
5487,347,B A S A L T,2004,410.184,3106,2017,2,18,3,Corvus,corax,Corvus corax,Common Raven,EBIRD
5488,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,3,11,1,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
5489,359,A V E N A L,2008,945.3325,1605,2016,7,11,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5490,472,G A R Z A,2017,48886.66,1022,2016,10,15,10,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
5491,546,G a r z a,2017,48886.47,1022,2016,10,15,10,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
5492,359,A V E N A L,2008,945.3325,1605,2011,5,19,NA,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
5493,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,17,3,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5494,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,4,10,2,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
5495,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,13,1,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
5496,347,B A S A L T,2004,410.184,3106,2009,11,10,2400,Fulica,americana,Fulica americana,American Coot,EBIRD
5497,517,S o d a,2016,2000.281,364,2014,5,5,6,Tachycineta,bicolor,Tachycineta bicolor,Tree Swallow,EBIRD
5498,472,G A R Z A,2017,48886.66,1022,2012,4,2,1,Polioptila,caerulea,Polioptila caerulea,Blue-gray Gnatcatcher,EBIRD
5499,546,G a r z a,2017,48886.47,1022,2012,4,2,1,Polioptila,caerulea,Polioptila caerulea,Blue-gray Gnatcatcher,EBIRD
5500,347,B A S A L T,2004,410.184,3106,2013,1,26,2,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
5501,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,3,10,1,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
5502,347,B A S A L T,2004,410.184,3106,2019,1,22,1,Egretta,thula,Egretta thula,Snowy Egret,EBIRD
5503,359,A V E N A L,2008,945.3325,1605,2012,4,2,1,Falco,columbarius,Falco columbarius,Merlin,EBIRD
5504,341,G A T O S,2004,1144.838,115,2011,6,4,3,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
5505,341,G A T O S,2004,1144.838,115,2019,5,19,NA,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5506,347,B A S A L T,2004,410.184,3106,2019,2,11,1,Regulus,calendula,Regulus calendula,Ruby-crowned Kinglet,EBIRD
5507,347,B A S A L T,2004,410.184,3106,2012,1,17,1,Larus,delawarensis,Larus delawarensis,Ring-billed Gull,EBIRD
5508,347,B A S A L T,2004,410.184,3106,2011,3,10,NA,Podiceps,nigricollis,Podiceps nigricollis,Eared Grebe,EBIRD
5509,359,A V E N A L,2008,945.3325,1605,2011,5,19,1,Tyto,alba,Tyto alba,Barn Owl,EBIRD
5510,421,M C C A B E,2015,1728.974,74,2015,11,26,9,Corvus,corax,Corvus corax,Common Raven,EBIRD
5511,560,Del Puerto Del Puerto,2020,390647.2556,2048,2015,11,26,9,Corvus,corax,Corvus corax,Common Raven,EBIRD
5512,359,A V E N A L,2008,945.3325,1605,2009,5,23,15,Columba,livia,Columba livia,Rock Pigeon,EBIRD
5513,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,4,24,2,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
5514,359,A V E N A L,2008,945.3325,1605,2012,4,2,1,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
5515,472,G A R Z A,2017,48886.66,1022,2012,4,2,1,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD
5516,546,G a r z a,2017,48886.47,1022,2012,4,2,1,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD
5517,553,S a n d y,2016,0,25,2003,3,8,NA,Chen,caerulescens,Chen caerulescens,Snow Goose,EBIRD
5518,323,P A N O C H E,2003,290.8282,56,2012,1,1,2,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
5519,347,B A S A L T,2004,410.184,3106,2009,1,6,NA,Egretta,thula,Egretta thula,Snowy Egret,EBIRD
5520,347,B A S A L T,2004,410.184,3106,2012,3,18,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
5521,359,A V E N A L,2008,945.3325,1605,2011,5,19,2,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
5522,347,B A S A L T,2004,410.184,3106,2019,3,25,NA,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
5523,356,R O M E R O,2008,766.0438,185,2014,12,21,NA,Aechmophorus,occidentalis,Aechmophorus occidentalis,Western Grebe,EBIRD
5524,347,B A S A L T,2004,410.184,3106,2019,11,10,1,Charadrius,vociferus,Charadrius vociferus,Killdeer,EBIRD
5525,359,A V E N A L,2008,945.3325,1605,2015,4,24,12,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD_PNW
5526,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,5,13,9,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
5527,359,A V E N A L,2008,945.3325,1605,2012,4,2,2,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
5528,472,G A R Z A,2017,48886.66,1022,1992,7,26,3,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
5529,546,G a r z a,2017,48886.47,1022,1992,7,26,3,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
5530,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,4,27,1,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
5531,347,B A S A L T,2004,410.184,3106,2019,1,3,54,Fulica,americana,Fulica americana,American Coot,EBIRD
5532,347,B A S A L T,2004,410.184,3106,2009,11,15,1,Melanitta,americana,Melanitta nigra,Black Scoter,EBIRD
5533,347,B A S A L T,2004,410.184,3106,2019,7,11,40,Petrochelidon,pyrrhonota,Petrochelidon pyrrhonota,Cliff Swallow,EBIRD
5534,544,5 8   C o m p l e x,2011,674.2425,17,1987,5,1,NA,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD_PNW
5535,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,3,10,2,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5536,359,A V E N A L,2008,945.3325,1605,2015,4,18,3,Bubo,virginianus,Bubo virginianus,Great Horned Owl,EBIRD
5537,347,B A S A L T,2004,410.184,3106,2018,11,24,4,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
5538,359,A V E N A L,2008,945.3325,1605,2011,10,15,2,Pooecetes,gramineus,Pooecetes gramineus,Vesper Sparrow,EBIRD
5539,359,A V E N A L,2008,945.3325,1605,2011,10,15,20,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
5540,359,A V E N A L,2008,945.3325,1605,2014,4,26,20,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
5541,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,4,17,4,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
5542,347,B A S A L T,2004,410.184,3106,2016,1,30,50,Anas,clypeata,Anas clypeata,Northern Shoveler,EBIRD
5543,347,B A S A L T,2004,410.184,3106,2013,11,22,5,Aythya,collaris,Aythya collaris,Ring-necked Duck,EBIRD
5544,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,4,27,1,Sitta,carolinensis,Sitta carolinensis,White-breasted Nuthatch,EBIRD
5545,347,B A S A L T,2004,410.184,3106,2019,12,17,1,Ardea,herodias,Ardea herodias,Great Blue Heron,EBIRD
5546,553,S a n d y,2016,0,25,2003,3,8,NA,Ardea,herodias,Ardea herodias,Great Blue Heron,EBIRD
5547,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,4,25,3,Petrochelidon,pyrrhonota,Petrochelidon pyrrhonota,Cliff Swallow,EBIRD
5548,472,G A R Z A,2017,48886.66,1022,2015,10,31,8,Corvus,corax,Corvus corax,Common Raven,EBIRD
5549,546,G a r z a,2017,48886.47,1022,2015,10,31,8,Corvus,corax,Corvus corax,Common Raven,EBIRD
5550,347,B A S A L T,2004,410.184,3106,2013,11,25,3,Calidris,minutilla,Calidris minutilla,Least Sandpiper,EBIRD
5551,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,14,NA,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5552,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,5,12,1,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
5553,359,A V E N A L,2008,945.3325,1605,2005,5,11,NA,Pipilo,maculatus,Pipilo maculatus,Spotted Towhee,EBIRD
5554,472,G A R Z A,2017,48886.66,1022,2015,11,21,12,Corvus,corax,Corvus corax,Common Raven,EBIRD
5555,546,G a r z a,2017,48886.47,1022,2015,11,21,12,Corvus,corax,Corvus corax,Common Raven,EBIRD
5556,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,10,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
5557,347,B A S A L T,2004,410.184,3106,2006,1,4,NA,Anas,clypeata,Anas clypeata,Northern Shoveler,EBIRD
5558,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,6,9,4,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
5559,359,A V E N A L,2008,945.3325,1605,2013,4,6,2,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
5560,517,S o d a,2016,2000.281,364,2015,4,5,8,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5561,356,R O M E R O,2008,766.0438,185,2009,12,5,2000,Fulica,americana,Fulica americana,American Coot,EBIRD
5562,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,14,NA,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
5563,472,G A R Z A,2017,48886.66,1022,2017,10,22,25,Spinus,pinus,Spinus pinus,Pine Siskin,EBIRD
5564,546,G a r z a,2017,48886.47,1022,2017,10,22,25,Spinus,pinus,Spinus pinus,Pine Siskin,EBIRD
5565,472,G A R Z A,2017,48886.66,1022,2010,9,24,2,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
5566,546,G a r z a,2017,48886.47,1022,2010,9,24,2,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
5567,341,G A T O S,2004,1144.838,115,2015,4,24,10,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD_PNW
5568,393,T U R K E Y,2012,2530.048,16,2018,4,30,5,Chaetura,vauxi,Chaetura vauxi,Vaux's Swift,EBIRD
5569,540,T u r k e y,2012,2530.038,16,2018,4,30,5,Chaetura,vauxi,Chaetura vauxi,Vaux's Swift,EBIRD
5570,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,28,7,Aimophila,ruficeps,Aimophila ruficeps,Rufous-crowned Sparrow,EBIRD
5571,347,B A S A L T,2004,410.184,3106,2018,12,23,3,Podiceps,nigricollis,Podiceps nigricollis,Eared Grebe,EBIRD
5572,347,B A S A L T,2004,410.184,3106,2017,2,18,1,Larus,argentatus,Larus argentatus,Herring Gull,EBIRD
5573,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,10,26,1,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
5574,560,Del Puerto Del Puerto,2020,390647.2556,2048,2004,6,18,NA,Callipepla,californica,Callipepla californica,California Quail,EBIRD
5575,433,M I N E R A L,2016,6790.293,16,2009,2,19,3,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD_PNW
5576,534,M i n e r a l,2016,6779.574,16,2009,2,19,3,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD_PNW
5577,472,G A R Z A,2017,48886.66,1022,2011,5,14,2,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
5578,546,G a r z a,2017,48886.47,1022,2011,5,14,2,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
5579,347,B A S A L T,2004,410.184,3106,2017,5,3,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5580,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,7,23,2,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
5581,433,M I N E R A L,2016,6790.293,16,2009,2,19,1,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD_PNW
5582,534,M i n e r a l,2016,6779.574,16,2009,2,19,1,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD_PNW
5583,472,G A R Z A,2017,48886.66,1022,2015,11,21,40,Spinus,pinus,Spinus pinus,Pine Siskin,EBIRD
5584,546,G a r z a,2017,48886.47,1022,2015,11,21,40,Spinus,pinus,Spinus pinus,Pine Siskin,EBIRD
5585,347,B A S A L T,2004,410.184,3106,2018,11,24,56,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
5586,351,C A N Y O N,2006,34217.52,37,2010,4,1,1,Turdus,migratorius,Turdus migratorius,American Robin,EBIRD
5587,560,Del Puerto Del Puerto,2020,390647.2556,2048,2010,4,1,1,Turdus,migratorius,Turdus migratorius,American Robin,EBIRD
5588,359,A V E N A L,2008,945.3325,1605,2013,4,6,40,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
5589,421,M C C A B E,2015,1728.974,74,2011,5,31,35,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
5590,560,Del Puerto Del Puerto,2020,390647.2556,2048,2011,5,31,35,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
5591,359,A V E N A L,2008,945.3325,1605,2011,5,19,1,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
5592,291,S O D A,2005,449.4977,18,2017,10,8,1,Geococcyx,californianus,Geococcyx californianus,Greater Roadrunner,EBIRD
5593,447,H U D S O N,2017,1182.301,10,2017,10,8,1,Geococcyx,californianus,Geococcyx californianus,Greater Roadrunner,EBIRD
5594,532,H u d s o n,2017,1182.297,16,2017,10,8,1,Geococcyx,californianus,Geococcyx californianus,Greater Roadrunner,EBIRD
5595,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,10,2,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5596,359,A V E N A L,2008,945.3325,1605,2019,1,13,13,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
5597,347,B A S A L T,2004,410.184,3106,2016,1,24,5,Bucephala,albeola,Bucephala albeola,Bufflehead,EBIRD
5598,472,G A R Z A,2017,48886.66,1022,2010,3,13,20,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
5599,546,G a r z a,2017,48886.47,1022,2010,3,13,20,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
5600,347,B A S A L T,2004,410.184,3106,2011,3,10,NA,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
5601,560,Del Puerto Del Puerto,2020,390647.2556,2048,1999,2,11,1,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
5602,347,B A S A L T,2004,410.184,3106,2013,11,22,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
5603,359,A V E N A L,2008,945.3325,1605,2015,4,18,15,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
5604,341,G A T O S,2004,1144.838,115,2018,5,31,9,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
5605,347,B A S A L T,2004,410.184,3106,2013,11,30,3,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
5606,347,B A S A L T,2004,410.184,3106,2016,9,23,50,Oxyura,jamaicensis,Oxyura jamaicensis,Ruddy Duck,EBIRD
5607,347,B A S A L T,2004,410.184,3106,2009,11,15,1,Actitis,macularius,Actitis macularius,Spotted Sandpiper,EBIRD
5608,347,B A S A L T,2004,410.184,3106,2012,3,12,NA,Aythya,marila,Aythya marila,Greater Scaup,EBIRD
5609,323,P A N O C H E,2003,290.8282,56,2012,1,1,1,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
5610,472,G A R Z A,2017,48886.66,1022,2015,11,21,20,Chondestes,grammacus,Chondestes grammacus,Lark Sparrow,EBIRD
5611,546,G a r z a,2017,48886.47,1022,2015,11,21,20,Chondestes,grammacus,Chondestes grammacus,Lark Sparrow,EBIRD
5612,559,Mineral Mineral,2020,29666.84215,55,2018,3,14,6,Passer,domesticus,Passer domesticus,House Sparrow,EBIRD
5613,560,Del Puerto Del Puerto,2020,390647.2556,2048,2011,4,23,NA,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
5614,347,B A S A L T,2004,410.184,3106,2018,11,24,14,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
5615,560,Del Puerto Del Puerto,2020,390647.2556,2048,2012,10,13,NA,Gallinago,delicata,Gallinago delicata,Wilson's Snipe,EBIRD
5616,517,S o d a,2016,2000.281,364,2015,4,4,15,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
5617,323,P A N O C H E,2003,290.8282,56,2012,1,1,7,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
5618,347,B A S A L T,2004,410.184,3106,2016,9,14,20,Oxyura,jamaicensis,Oxyura jamaicensis,Ruddy Duck,EBIRD
5619,347,B A S A L T,2004,410.184,3106,2017,2,12,15,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
5620,359,A V E N A L,2008,945.3325,1605,2005,5,11,NA,Aimophila,ruficeps,Aimophila ruficeps,Rufous-crowned Sparrow,EBIRD
5621,347,B A S A L T,2004,410.184,3106,2016,1,24,1,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
5622,347,B A S A L T,2004,410.184,3106,2016,10,1,2,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
5623,347,B A S A L T,2004,410.184,3106,2019,12,4,2,Corvus,brachyrhynchos,Corvus brachyrhynchos,American Crow,EBIRD
5624,347,B A S A L T,2004,410.184,3106,2017,2,12,1,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
